state_fips,county_fips,ndvi_jun,ndvi_jul,ndvi_aug,precip_sum_jun,precip_sum_jul,precip_sum_aug,tmean_jun,tmean_jul,tmean_aug,tmax_jun,tmax_jul,tmax_aug,tmin_jun,tmin_jul,tmin_aug,soil_moisture_jun,soil_moisture_jul,soil_moisture_aug,soil_organic_carbon,soil_ph,soil_clay_pct,soil_sand_pct,soil_water_content_33kpa,elevation_m,slope_deg,pct_continuous,anom_ndvi_jun,anom_ndvi_jul,anom_ndvi_aug,anom_precip_sum_jun,anom_precip_sum_jul,anom_precip_sum_aug,anom_tmean_jun,anom_tmean_jul,anom_tmean_aug,anom_tmax_jun,anom_tmax_jul,anom_tmax_aug,anom_tmin_jun,anom_tmin_jul,anom_tmin_aug,anom_soil_moisture_jun,anom_soil_moisture_jul,anom_soil_moisture_aug,anom_pct_continuous,year_trend,state_fips,state_IA,state_IL,state_NC,state_NE,trend_pred
17,001,0.8157304597897335,0.8881817934514575,0.8699109889266797,252.55945013672184,53.877484519657365,99.87342879959087,22.50951058113079,25.744592544520025,24.039887024126735,27.433136864972504,31.08470139681736,29.02915311414708,17.585884393466767,20.404455053310016,19.05058463671092,0.32765669664144365,0.28307577670126305,0.32406788203739767,2.6583604150529183,61.74997143147954,21.63778863278405,14.486260862578574,24.109011228736723,201.1288649904863,3.109852193771446,0.09005569931071372,0.18351109264783216,0.055711558663244065,0.044834757953932325,129.64525645262074,-55.385044796288916,-2.6812664612012043,-0.47665138263707973,1.1427851625171321,0.7585933872626676,-1.46702228619489,0.7896110124273505,-0.117614036991462,0.5137620764888311,1.495296270852318,1.6341298603812007,0.005775575902536578,-0.007839807890261952,0.03936466413927231,-0.052466137232885734,16,17,False,True,False,False,58.5282348130645
17,003,0.8534262439737015,0.8787404844763569,0.7987348705901174,196.39460108701783,235.84117690689772,98.64148150769174,24.7063065856294,26.988478099409786,26.280456274054778,29.8442039116214,32.24480655712772,32.091307008718765,19.568409401462887,21.732111218217828,20.469583493259574,0.35936931957507473,0.3397749613633573,0.27298924153239623,4.566502441226054,59.77884986064154,22.433458311784428,18.58905395131727,25.831393350420548,120.78805073165375,4.999810883137418,0.7648744486868541,0.22120687683180018,0.04627024968814342,-0.02634136038263002,73.48040740291675,126.57864759095143,-3.9132137531003366,1.7201446218615288,2.3866707174068935,2.999162637190711,0.9440447604540054,1.949716172737709,2.9445398575802244,2.496287084484951,2.822952435760129,3.053128716929855,0.03748819883616766,0.048859376771832275,-0.011713976365729128,0.6223526121432545,16,17,False,True,False,False,58.5282348130645
17,005,0.7189857482927281,0.8606453360733848,0.8766028224112336,168.04924340354276,67.78462114652534,41.87252578775558,24.05892305689397,26.46115318029274,25.332477246083098,29.375568918374018,31.917804424500034,31.022755454557274,18.74227689786792,21.00447592619822,19.6421689981093,0.446037792395257,0.4326933217765825,0.4476127496515517,2.1450048209630093,60.76681487308672,18.26085490196989,11.379228591772147,23.629050972256604,164.03335020544318,2.228290119573177,0.17955311816800684,0.0867663811508268,0.02817510128517131,0.05152659143848615,45.13504971944168,-41.47790816942094,-60.682169473036495,1.0727610931261005,1.8593457982898478,2.0511836092190308,0.4754097672066244,1.6227140401100257,1.8759883034187332,1.6701545808899851,2.095317143740523,2.225714221779583,0.12415667165634992,0.14177773718505748,0.16290953175342632,0.037031281624407386,16,17,False,True,False,False,58.5282348130645
17,007,0.7659877726638742,0.883663859032204,0.8840881394072677,185.12833717386664,46.8232265235778,108.00680602236777,20.453501717535385,23.57638616417055,21.45320703732268,26.061978221310824,30.018529918510904,26.911168172200846,14.845024896090719,17.1342190675044,15.995207979209905,0.32531533581946703,0.22722897243915297,0.35982648055382016,5.258030789368625,63.246850252158595,20.68278518550887,29.157812149296923,22.5727950275398,263.4716522091644,2.2826164942195257,0.060178256845883786,0.1337684055219729,0.05119362424399054,0.05901190843452031,62.21414348976556,-62.43930279236848,5.452110761575696,-2.532660246232485,-1.025421217832342,-1.8280865995413862,-2.83818092985657,-0.2765604658791041,-2.235598978937695,-2.227097420887217,-1.7749397149532982,-1.4212467971198137,0.003434215080559966,-0.06368661215237204,0.0751232626556948,-0.08234357969771566,16,17,False,True,False,False,58.5282348130645
17,009,0.8098445237883762,0.8812034621632254,0.8666029153923291,221.73671967426458,36.28612954347767,108.39439497405391,22.32855026926986,25.31704084244298,23.680993347917934,27.408273360795636,30.88856066468109,28.918674417232765,17.248827470598357,19.74549262081666,18.44328003921205,0.32270223991417746,0.26592053524788967,0.3096707149773885,2.5566343341623505,61.156879456458775,20.06995573890673,15.11655840511015,23.534503075539547,193.2793790366868,3.522638508915776,0.10812460711734265,0.17762515664647494,0.048733227375011956,0.04152668441958174,98.8225259901635,-72.97639977246861,5.839699713261837,-0.6576116944980086,0.7152334604400892,0.3996997110538665,-1.4918857903717573,0.5934702802910827,-0.22809273390577545,0.17670515362042138,0.8363338383589607,1.0268252628823298,0.0008211191752703906,-0.024995049343635334,0.024967497079263157,-0.03439722942625681,16,17,False,True,False,False,58.5282348130645
17,011,0.816628739007933,0.9008318683144659,0.8751271404860081,212.65631196940402,99.88860708571056,134.22932127644503,21.373753446621087,24.244033038819754,22.51309912974315,26.637486579526435,29.99893469355692,27.760374903688827,16.11002052687248,18.48909609249262,17.2657884439296,0.32302076362125576,0.24028475131173313,0.3673296095374214,4.516082931702533,61.72730859405076,22.3844133645502,23.050934599106476,22.642082114737835,214.36924066955964,2.5593031123439345,0.06110324961629251,0.18440937186603168,0.06836163352625246,0.050050909513260744,89.74211828530294,-9.37392223023572,31.67462601565296,-1.6124085171467826,-0.35777434318313794,-0.7681945071209171,-2.262672571640959,-0.2961556908330891,-1.386392247449713,-0.9621017901054572,-0.42006268996507856,-0.1506663324001174,0.0011396428823486904,-0.05063083327979187,0.08262639163929603,-0.08141858692730694,16,17,False,True,False,False,58.5282348130645
17,013,0.7879205982079883,0.8844569441759613,0.865178577100912,99.19714567520457,60.009631798494084,58.38816110300603,23.48611848164508,26.263739442658053,24.84364282427636,28.76047435315882,31.6235741443547,30.516909031543218,18.211762519491536,20.903879273205238,19.17034405700675,0.3337302563267869,0.2995561062092367,0.33484876037214745,4.114713264477559,60.28521278880105,20.008834357922037,17.65933684011439,25.30972698017233,172.36892337344216,5.821285138889431,0.2759198494261872,0.15570123106608702,0.051986709387747854,0.040102346128164545,-23.717048008896512,-49.2528975174522,-44.166534157786046,0.49995651787720874,1.661932060655161,1.5623491874122912,-0.1396847980085738,1.3284837599646906,1.3701418804046774,1.1396402025136005,1.9947204907475395,1.7538892806770328,0.011849135587879811,0.008640521617711727,0.05014554247402209,0.13339801288258774,16,17,False,True,False,False,58.5282348130645
17,015,0.8250331009195493,0.8982843002666561,0.8557761613571482,161.281843856417,52.25444439193455,96.10362178548502,21.004009062152175,24.148414523020985,22.003624862039974,26.706412666753103,30.17584789248372,27.509205972399855,15.301605724558163,18.120951088135673,16.49800058199837,0.33725024896186134,0.26293537527050953,0.3832422629863601,5.5304452226237935,61.24483164821124,20.171348769032203,21.147445468641095,24.15166317505187,234.94622639481204,3.2520794013763257,0.03273505713521175,0.192813733777648,0.0658140654784426,0.030699930384400775,38.36765017231592,-57.00808492401173,-6.451073475307055,-1.9821529016156951,-0.45339285898190695,-1.2776687748240931,-2.193746484414291,-0.119242491906288,-1.637561178738686,-1.7705165924197726,-0.7882076943220255,-0.9184541943313498,0.015369128222954276,-0.02798020932101547,0.09853904508823474,-0.10978677940838771,16,17,False,True,False,False,58.5282348130645
17,017,0.846163750317489,0.8985110472734322,0.8434826014828835,190.52091791191427,50.35397981851477,128.05173765505674,22.68846623993913,25.445424574807273,23.989775021640675,28.086887307397078,31.401410520943077,29.569982347060577,17.290045428894295,19.489413374008755,18.409537673324632,0.3106019344834479,0.26982865987567456,0.2854927955239506,3.326082328593754,62.45651134402777,22.3456168501781,19.913940645292033,22.85847564197976,165.3193426788665,2.395750374266014,0.054954297596662725,0.21394438317558773,0.06604081248521876,0.01840637051013605,67.60672422781319,-58.90854949743151,25.497042394264668,-0.2976957238287383,0.8436171928043805,0.7084813847766078,-0.8132718437703161,1.1063201365530695,0.4232151959220367,0.2179231119163596,0.5802545915510571,0.9930828969949133,-0.01127918625545915,-0.02108692471585044,0.0007895776258252662,-0.08756753894693672,16,17,False,True,False,False,58.5282348130645
17,019,0.7789267677371866,0.914211857469232,0.8953232647089665,197.1041876043154,75.38356114856231,236.0368959436821,22.34262434267654,24.633535087280258,23.21431044769612,27.46151098320764,30.165035106938955,28.52173483110605,17.223737659868608,19.102001562349397,17.906849055032147,0.33239291513477087,0.3014056440454963,0.3631758418789989,3.7093034564911327,62.93105803130348,25.935126220987307,20.02732036754772,22.657113078596787,216.2388218413184,1.582566905005686,0.08200989076819142,0.1467074005952853,0.08174162268101848,0.0702470337362191,74.18999392021432,-33.878968167383974,133.48220068289004,-0.6435376210913297,0.03172770527736546,-0.06698318916794577,-1.4386481679597551,-0.13005527745105283,-0.6250323200324921,0.1516153428906719,0.1928427798916985,0.49039427870242847,0.010511794395863805,0.010490059453971301,0.07847262398087351,-0.06051194577540804,16,17,False,True,False,False,58.5282348130645
